X,Y,Z,sigmaX,sigmaY,sigmaZ,offset
CODE25	-773.973	499.450	32.940	0.009	0.007	0.009	0.000
CODE26	825.980	1011.494	31.084	0.008	0.008	0.009	0.000
CODE29	-414.154	477.898	29.419	0.009	0.007	0.009	0.000
CODE30	-352.495	-2.920	19.866	0.009	0.006	0.009	0.000
CODE31	6.014	1023.233	40.478	0.009	0.008	0.009	0.000
CODE32	809.940	-26.231	63.251	0.008	0.006	0.009	0.000
CODE36	-1199.809	517.840	32.055	0.009	0.007	0.009	0.000
CODE38	1527.546	-20.248	48.751	0.010	0.007	0.010	0.000
CODE42	-1232.616	5.455	29.504	0.010	0.007	0.012	0.000
CODE43	1540.319	1009.446	17.946	0.009	0.008	0.010	0.000
CODE45	0.000	0.000	71.483	0.009	0.006	0.009	0.000
CODE46	-796.564	8.387	22.393	0.009	0.006	0.009	0.000
CODE133	-1054.076	-60.677	87.119	0.010	0.007	0.010	0.000
CODE134	-461.177	-72.801	78.648	0.010	0.007	0.012	0.000
CSB-045-1	-1224.315	-55.281	82.531	0.009	0.007	0.011	0.000
CSB-045-2	-1185.450	-55.834	81.980	0.009	0.006	0.010	0.000
CSB-045-3	-1145.897	-56.646	81.438	0.009	0.006	0.010	0.000
CSB-045-4	-1106.592	-57.304	80.875	0.009	0.006	0.010	0.000
CSB-045-5	-405.845	-71.653	70.790	0.012	0.008	0.013	0.000
CSB-045-6	-367.211	-72.095	70.166	0.010	0.007	0.012	0.000
CSB-045-7	-328.635	-73.129	69.659	0.010	0.007	0.011	0.000
CSB-045-8	-288.473	-73.715	69.069	0.010	0.007	0.011	0.000
NUGGET133_1	-1069.194	-46.075	87.531	0.010	0.007	0.010	0.000
NUGGET133_5	-1054.165	-41.089	87.305	0.010	0.007	0.010	0.000
NUGGET133_15	-1038.422	-61.870	86.879	0.010	0.007	0.010	0.000
NUGGET133_A	-1033.777	-41.618	87.006	0.010	0.007	0.010	0.000
NUGGET133_B	-1055.140	-76.226	86.881	0.010	0.007	0.011	0.000
NUGGET133_C	-1070.104	-75.825	87.149	0.010	0.007	0.010	0.000
NUGGET133_D	-1069.654	-60.972	87.376	0.010	0.007	0.010	0.000
NUGGET134_2	-476.324	-52.723	78.953	0.010	0.007	0.012	0.000
NUGGET134_5	-461.346	-53.286	78.668	0.010	0.007	0.012	0.000
NUGGET134_15	-445.586	-73.866	78.436	0.010	0.007	0.012	0.000
NUGGET134_A	-440.897	-53.615	78.489	0.010	0.007	0.012	0.000
NUGGET134_B	-462.249	-88.331	78.483	0.010	0.007	0.012	0.000
NUGGET134_C	-477.146	-87.974	78.692	0.010	0.007	0.012	0.000
NUGGET134_D	-476.773	-73.143	78.847	0.010	0.007	0.012	0.000
TARGET1	875.220	-282.238	0.033	0.009	0.007	0.011	0.000
TARGET2	540.297	35.129	65.358	0.008	0.007	0.010	0.000
TARGET3	405.720	112.288	64.880	0.008	0.007	0.009	0.000
TARGET4	477.858	224.912	60.949	0.008	0.007	0.010	0.000
TARGET5	367.752	260.733	61.182	0.008	0.006	0.009	0.000
TARGET6	879.833	296.927	53.047	0.008	0.007	0.010	0.000
TARGET7	488.507	319.663	58.098	0.008	0.007	0.009	0.000
TARGET8	282.175	329.169	60.080	0.009	0.007	0.009	0.000
TARGET9	433.420	441.875	55.146	0.008	0.007	0.009	0.000
TARGET10	531.453	490.228	52.421	0.008	0.007	0.010	0.000
TARGET11	611.560	510.336	50.752	0.008	0.007	0.009	0.000
TARGET12	450.949	580.155	50.607	0.008	0.007	0.009	0.000
TARGET13	416.866	650.693	48.770	0.008	0.007	0.009	0.000
TARGET14	515.747	657.159	47.341	0.009	0.007	0.009	0.000
TARGET15	449.311	786.295	43.914	0.008	0.007	0.009	0.000
TARGET16	1377.005	34.638	50.647	0.009	0.007	0.010	0.000
TARGET17	1228.917	91.418	52.296	0.009	0.007	0.010	0.000
TARGET18	1334.725	137.421	48.820	0.009	0.007	0.010	0.000
TARGET19	1434.451	195.817	45.069	0.009	0.007	0.010	0.000
TARGET20	1513.677	257.210	41.602	0.009	0.007	0.010	0.000
TARGET21	1076.443	155.182	53.582	0.008	0.007	0.010	0.000
TARGET22	994.252	144.891	55.368	0.008	0.007	0.010	0.000
TARGET23	1411.058	264.646	43.670	0.009	0.007	0.010	0.000
TARGET24	1114.819	250.704	50.203	0.009	0.007	0.010	0.000
TARGET25	1315.169	329.114	43.960	0.009	0.007	0.010	0.000
TARGET26	1479.247	380.146	38.927	0.009	0.007	0.010	0.000
TARGET27	1228.722	349.616	45.147	0.009	0.007	0.010	0.000
TARGET28	1080.171	339.531	48.298	0.008	0.007	0.010	0.000
TARGET29	1138.412	446.651	44.038	0.009	0.007	0.010	0.000
TARGET30	1366.211	540.998	36.633	0.008	0.007	0.010	0.000
TARGET31	934.216	446.641	47.722	0.008	0.007	0.009	0.000
TARGET32	1030.242	480.652	45.002	0.009	0.007	0.010	0.000
TARGET33	1448.093	577.598	33.783	0.009	0.007	0.010	0.000
TARGET34	1187.837	572.167	39.265	0.008	0.007	0.010	0.000
TARGET35	1260.507	633.338	35.923	0.008	0.007	0.009	0.000
TARGET36	1061.992	609.404	40.409	0.008	0.007	0.010	0.000
TARGET37	1129.433	664.056	37.465	0.008	0.007	0.009	0.000
