latpt30,-22.96091235,-67.78776010,5137.878,
latpt31,-22.96091449,-67.78776541,5137.883,
latpt32,-22.96091756,-67.78777015,5137.882,
latcenter,-22.96093816,-67.78775132,5137.882,
highbay1,-22.96046198,-67.78824836,5138.354,
highbay2,-22.96050608,-67.78824787,5138.363,
pt12,-22.96055094,-67.78874473,5138.130,
pt1,-22.95854290,-67.78859683,5135.503,
pt2,-22.95918573,-67.78902292,5135.277,
pt3,-22.95884614,-67.78718360,5141.433,
pt4,-22.95940182,-67.78638029,5138.396,
pt5,-22.95995915,-67.78743593,5136.710,
pt6,-22.95977221,-67.78618676,5135.031,
pt7,-22.96027209,-67.78654961,5132.116,
pt8,-22.96004800,-67.78610469,5131.733,
pt9,-22.96123094,-67.78700512,5132.765,
pt10,-22.96137375,-67.78631531,5114.875,
pt11,-22.96131987,-67.78798341,5142.143,
classmount1pt1,-22.95970612,-67.78730391,5136.818,
classmount1pt2,-22.95970300,-67.78730504,5136.617,
classmount1pt3,-22.95970291,-67.78730453,5136.728,
classmount1pt4,-22.95970580,-67.78731532,5139.517,
classmount1pt5,-22.95970293,-67.78731206,5139.550,
classmount1pt6,-22.95970264,-67.78730671,5139.555,
classmount1pt7,-22.95970551,-67.78730428,5139.591,
classmount1pt8,-22.95970557,-67.78730411,5139.580,
classmount1pt9,-22.95968922,-67.78728950,5139.145,
classmount1pt10,-22.95970174,-67.78728984,5139.203,
classmount1pt11,-22.95970174,-67.78728986,5139.184,
classmount1pt12,-22.95968880,-67.78730857,5139.147,
classmount1pt13,-22.95969708,-67.78733375,5139.187,
classmount1pt14,-22.95968905,-67.78733329,5139.190,
classmount1pt15,-22.95970190,-67.78731050,5140.019,
classmount1pt16,-22.95971535,-67.78733375,5139.164,
classmount1pt17,-22.95971197,-67.78731459,5136.785,
classmount1pt18,-22.95971291,-67.78731341,5136.818,
classmount1pt19,-22.95971382,-67.78731005,5136.740,
classmount1pt20,-22.95971268,-67.78730586,5136.764,
classmount1pt21,-22.95971041,-67.78730317,5136.825,
classmount1pt22,-22.95970783,-67.78730218,5136.854,
classmount1pt23,-22.95972611,-67.78728098,5142.253,
classmount1pt24,-22.95969999,-67.78727571,5142.253,
classmount1pt25,-22.95970852,-67.78730578,5144.704,
classmount1pt26,-22.95970782,-67.78730984,5145.038,
classmount1pt27,-22.95971110,-67.78730585,5144.694,
classmount1pt28,-22.95970411,-67.78730398,5144.622,
classmount1pt29,-22.95970976,-67.78729821,5143.745,
classmount1pt30,-22.95971264,-67.78728062,5143.751,
classmount1pt31,-22.95972559,-67.78728335,5143.755,
classmount1pt32,-22.95969973,-67.78727829,5143.760,
classmount2pt1,-22.95978885,-67.78723182,5137.054,
classmount2pt2,-22.95978506,-67.78723245,5136.901,
classmount2pt3,-22.95978940,-67.78722983,5136.928,
classmount2pt4,-22.95978983,-67.78722737,5136.782,
classmount2pt5,-22.95979086,-67.78722447,5136.799,
classmount2pt6,-22.95979063,-67.78722138,5136.803,
classmount2pt7,-22.95978873,-67.78721959,5136.843,
classmount2pt8,-22.95978732,-67.78721878,5136.809,
classmount2pt9,-22.95978557,-67.78721835,5136.813,
classmount2pt10,-22.95978547,-67.78721823,5136.809,
classmount2pt11,-22.95978263,-67.78721853,5136.851,
classmount2pt12,-22.95978248,-67.78723046,5139.552,
classmount2pt13,-22.95978004,-67.78722698,5139.575,
classmount2pt14,-22.95977982,-67.78722190,5139.448,
classmount2pt15,-22.95978315,-67.78721914,5139.531,
classmount2pt16,-22.95979337,-67.78720577,5139.190,
classmount2pt17,-22.95976743,-67.78720349,5139.170,
classmount2pt18,-22.95976595,-67.78722216,5139.179,
classmount2pt19,-22.95976436,-67.78724691,5139.207,
classmount2pt20,-22.95979005,-67.78724917,5139.200,
classmount2pt21,-22.95975574,-67.78721069,5142.250,
classmount2pt22,-22.95975576,-67.78723931,5142.266,
classmount2pt23,-22.95975589,-67.78722497,5142.252,
classmount2pt24,-22.95976457,-67.78721839,5142.146,
classmount2pt25,-22.95976453,-67.78721640,5142.143,
classmount2pt26,-22.95976656,-67.78722095,5142.166,
classmount2pt27,-22.95976669,-67.78722095,5142.856,
classmount2pt28,-22.95978118,-67.78722430,5144.703,
classmount2pt29,-22.95978504,-67.78722444,5145.008,
classmount2pt30,-22.95978031,-67.78722931,5144.627,
classmount2pt31,-22.95978028,-67.78721943,5144.634,
classmount2pt32,-22.95977576,-67.78722464,5143.746,
classmount2pt33,-22.95975802,-67.78722501,5143.755,
classmount2pt34,-22.95975834,-67.78723895,5143.757,
classmount2pt35,-22.95975784,-67.78721048,5143.744,
classmount2pt36,-22.95975795,-67.78722454,5143.728,
classmount2pt37,-22.95978187,-67.78721891,5136.869,
classmount2pt38,-22.95978061,-67.78722237,5136.632,
classmount2pt39,-22.95977932,-67.78722455,5136.675,
classmount2pt40,-22.95977948,-67.78722783,5136.691,
classmount2pt41,-22.95978135,-67.78723007,5136.746,
classmount2pt42,-22.95978436,-67.78723121,5136.739,
pb2apt1,-22.95786078,-67.78630594,5145.807,
pb2apt2,-22.95785990,-67.78630619,5146.169,
pb2apt3,-22.95785907,-67.78630505,5145.805,
pb2apt4,-22.95785954,-67.78630706,5145.821,
pb2apt5,-22.95783886,-67.78630065,5145.803,
pb2apt6,-22.95784017,-67.78630078,5145.863,
pb2apt7,-22.95783877,-67.78630264,5145.869,
pb2apt8,-22.95783880,-67.78630250,5145.866,
pb2apt9,-22.95783875,-67.78630175,5146.186,
pb2apt10,-22.95784537,-67.78632335,5145.800,
pb2apt11,-22.95784497,-67.78632153,5145.726,
pb2apt12,-22.95784680,-67.78632211,5145.824,
pb2apt13,-22.95784595,-67.78632274,5146.199,
pb2apt14,-22.95819277,-67.78623699,5144.223,
pb2bpt1,-22.95819348,-67.78623698,5144.082,
pb2bpt2,-22.95819505,-67.78623702,5143.842,
pb2bpt3,-22.95819713,-67.78623680,5143.756,
pb2bpt4,-22.95819670,-67.78623769,5143.652,
pb2bpt5,-22.95819774,-67.78623800,5143.887,
pb2bpt6,-22.95819291,-67.78626114,5144.258,
pb2bpt7,-22.95819430,-67.78626030,5144.239,
pb2bpt8,-22.95819241,-67.78625971,5144.264,
pb2bpt9,-22.95819356,-67.78626054,5144.618,
pb2bpt10,-22.95821234,-67.78624963,5144.301,
pb2bpt11,-22.95821099,-67.78625046,5144.265,
pb2bpt12,-22.95821095,-67.78624820,5144.289,
pb2bpt13,-22.95821155,-67.78624893,5144.629,
pb2cpt1,-22.95857583,-67.78621939,5142.828,
pb2cpt2,-22.95857662,-67.78622124,5142.819,
pb2cpt3,-22.95857720,-67.78621963,5142.829,
pb2cpt4,-22.95857613,-67.78622020,5143.168,
pb2cpt5,-22.95858290,-67.78624194,5142.786,
pb2cpt6,-22.95858218,-67.78624027,5142.787,
pb2cpt7,-22.95858405,-67.78624088,5142.790,
