CODE131	-1175.905	924.004	-0.111	0.009	0.006	0.010	0.000
CODE133	-1283.441	-272.101	60.789	0.010	0.006	0.010	0.000
CODE134	-691.150	-242.185	60.970	0.009	0.006	0.010	0.000
CODE135	-268.265	-220.527	61.881	0.009	0.006	0.010	0.000
CODE136	326.127	-188.863	62.338	0.009	0.006	0.011	0.000
CODE137	752.021	-165.297	62.070	0.011	0.007	0.012	0.000
CODE138	1344.808	-132.972	63.115	0.011	0.008	0.013	0.000
CODE139	1273.506	258.023	1.866	0.009	0.006	0.011	0.000
CODE140	-1553.292	65.608	-6.512	0.010	0.005	0.009	0.000
CODE141	768.080	938.142	7.915	0.009	0.006	0.010	0.000
CODE142	-182.641	919.315	4.975	0.009	0.006	0.010	0.000
CODE143	331.215	154.194	-5.092	0.009	0.006	0.010	0.000
CODE144	-494.198	123.997	-1.512	0.008	0.005	0.009	0.000
CSB-045-1	-1453.611	-278.538	53.754	0.010	0.005	0.009	0.000
CSB-045-2	-1414.752	-276.347	53.787	0.009	0.005	0.009	0.000
CSB-045-3	-1375.250	-274.334	53.833	0.010	0.005	0.009	0.000
CSB-045-4	-1335.998	-272.214	53.839	0.009	0.005	0.009	0.000
CSB-045-5	-635.960	-236.869	54.012	0.010	0.006	0.011	0.000
CSB-045-6	-597.400	-234.629	53.923	0.010	0.006	0.011	0.000
CSB-045-7	-558.804	-232.959	53.977	0.014	0.008	0.016	0.000
CSB-045-8	-518.704	-230.598	54.008	0.009	0.006	0.009	0.000
CSB-045-9	-434.751	-226.849	54.045	0.008	0.006	0.009	0.000
CSB-045-10	-395.910	-224.602	54.118	0.008	0.006	0.009	0.000
CSB-045-11	-356.712	-222.707	54.192	0.008	0.006	0.009	0.000
CSB-045-12	-318.075	-220.734	54.234	0.008	0.006	0.009	0.000
CSB-045-13	381.492	-183.715	54.683	0.009	0.006	0.010	0.000
CSB-045-14	420.410	-181.644	54.710	0.010	0.006	0.011	0.000
CSB-045-15	459.701	-179.172	54.687	0.008	0.006	0.010	0.000
CSB-045-16	498.640	-177.511	54.734	0.012	0.007	0.014	0.000
CSB-045-17	582.652	-172.099	54.976	0.008	0.006	0.010	0.000
CSB-045-18	621.819	-170.810	55.000	0.008	0.006	0.010	0.000
CSB-045-19	660.508	-168.260	55.089	0.008	0.006	0.010	0.000
CSB-045-20	699.361	-166.163	55.060	0.008	0.006	0.010	0.000
CSB-045-21	1399.987	-128.255	56.316	0.009	0.006	0.011	0.000
CSB-045-22	1439.120	-125.530	56.335	0.010	0.007	0.012	0.000
CSB-045-23	1478.325	-123.408	56.498	0.010	0.007	0.011	0.000
CSB-045-24	1517.342	-120.944	56.573	0.009	0.006	0.011	0.000
NUGGET133_1	-1299.595	-258.603	61.362	0.010	0.006	0.010	0.000
NUGGET133_5	-1284.939	-252.561	61.555	0.010	0.006	0.010	0.000
NUGGET133_15	-1267.768	-272.182	60.675	0.010	0.006	0.010	0.000
NUGGET133_A	-1264.568	-251.648	61.567	0.011	0.006	0.011	0.000
NUGGET133_B	-1283.434	-287.679	60.025	0.011	0.006	0.011	0.000
NUGGET133_C	-1298.383	-288.352	60.068	0.010	0.006	0.010	0.000
NUGGET133_D	-1299.001	-273.477	60.746	0.010	0.006	0.010	0.000
NUGGET134_2	-707.695	-223.279	61.654	0.009	0.006	0.010	0.000
NUGGET134_5	-692.687	-222.751	61.614	0.009	0.006	0.010	0.000
NUGGET134_15	-675.519	-242.152	60.955	0.009	0.006	0.011	0.000
NUGGET134_A	-672.285	-221.607	61.714	0.010	0.006	0.011	0.000
NUGGET134_B	-691.121	-257.739	60.294	0.009	0.006	0.010	0.000
NUGGET134_C	-705.989	-258.464	60.267	0.009	0.006	0.010	0.000
NUGGET134_D	-706.666	-243.627	60.883	0.009	0.006	0.010	0.000
NUGGET135_1	-284.537	-207.191	62.557	0.009	0.006	0.010	0.000
NUGGET135_6	-264.464	-200.646	62.806	0.009	0.006	0.010	0.000
NUGGET135_15	-252.573	-220.356	61.829	0.009	0.006	0.010	0.000
NUGGET135_A	-249.612	-199.945	62.887	0.009	0.006	0.010	0.000
NUGGET135_B	-268.059	-236.095	61.109	0.009	0.006	0.010	0.000
NUGGET135_C	-282.942	-236.931	61.117	0.009	0.006	0.010	0.000
NUGGET135_D	-283.745	-222.089	61.843	0.009	0.006	0.010	0.000
NUGGET136_2	309.532	-170.169	63.256	0.009	0.006	0.011	0.000
NUGGET136_6	329.814	-169.021	63.246	0.010	0.007	0.011	0.000
NUGGET136_15	341.749	-188.725	62.319	0.009	0.006	0.011	0.000
NUGGET136_A	344.726	-168.211	63.295	0.009	0.006	0.011	0.000
NUGGET136_B	326.292	-204.471	61.542	0.009	0.006	0.011	0.000
NUGGET136_C	311.368	-205.223	61.536	0.009	0.006	0.011	0.000
NUGGET136_D	310.604	-190.365	62.290	0.009	0.006	0.011	0.000
NUGGET137_3	741.225	-151.486	62.475	0.010	0.007	0.011	0.000
NUGGET137_6	755.893	-145.424	62.561	0.010	0.007	0.012	0.000
NUGGET137_15	767.637	-165.236	62.056	0.010	0.007	0.011	0.000
NUGGET137_A	770.813	-144.755	62.615	0.010	0.007	0.011	0.000
NUGGET137_B	752.002	-180.811	61.497	0.011	0.007	0.012	0.000
NUGGET137_C	737.067	-181.549	61.509	0.010	0.007	0.011	0.000
NUGGET137_D	736.514	-166.624	62.096	0.010	0.007	0.011	0.000
NUGGET138_4	1333.628	-113.753	63.636	0.011	0.008	0.013	0.000
NUGGET138_6	1348.547	-112.992	63.639	0.011	0.008	0.013	0.000
NUGGET138_15	1360.475	-132.793	63.144	0.014	0.008	0.016	0.000
NUGGET138_A	1363.496	-112.166	63.744	0.011	0.008	0.013	0.000
NUGGET138_B	1344.982	-148.633	62.546	0.011	0.008	0.013	0.000
NUGGET138_C	1330.034	-149.484	62.520	0.011	0.008	0.013	0.000
NUGGET138_D	1329.270	-134.524	63.058	0.011	0.008	0.013	0.000
TARGET1	923.926	1503.304	7.079	0.010	0.008	0.011	0.000
TARGET2	-805.508	1315.057	0.219	0.009	0.007	0.010	0.000
TARGET3	401.822	1436.638	4.609	0.009	0.007	0.010	0.000
TARGET4	72.041	1390.258	3.684	0.009	0.007	0.010	0.000
TARGET5	627.817	1444.242	6.732	0.010	0.008	0.011	0.000
TARGET6	-562.573	1321.314	3.955	0.009	0.007	0.010	0.000
