CODE131	-63.0669	57.0969	-0.0572	0.0004	0.0003	0.0005	0.0000
CODE133	-84.2730	14.8565	2.6527	0.0004	0.0003	0.0004	0.0000
CODE134	-62.1498	7.3940	2.5803	0.0003	0.0003	0.0004	0.0000
CODE135	-46.3500	2.0776	2.5581	0.0003	0.0003	0.0004	0.0000
CODE136	-24.1240	-5.3508	2.4941	0.0003	0.0003	0.0004	0.0000
CODE137	-8.1863	-10.6409	2.4265	0.0003	0.0003	0.0004	0.0000
CODE138	13.9911	-18.0206	2.3864	0.0004	0.0004	0.0006	0.0000
CODE139	17.0160	-2.6829	-0.1148	0.0004	0.0003	0.0005	0.0000
CODE140	-89.2910	31.1114	-0.0471	0.0004	0.0003	0.0004	0.0000
CODE141	8.3332	29.5284	0.0141	0.0004	0.0003	0.0005	0.0000
CODE142	-26.7575	42.5748	0.0206	0.0004	0.0003	0.0005	0.0000
CODE143	-18.9948	7.1274	-0.2475	0.0003	0.0003	0.0005	0.0000
CODE144	-49.6591	17.9485	0.0041	0.0003	0.0003	0.0004	0.0000
CSB-045-1	-90.5997	17.0791	2.4001	0.0004	0.0003	0.0004	0.0000
CSB-045-2	-89.1453	16.5976	2.3961	0.0004	0.0003	0.0004	0.0000
CSB-045-3	-87.6690	16.1007	2.3921	0.0004	0.0003	0.0004	0.0000
CSB-045-4	-86.2012	15.6109	2.3871	0.0004	0.0003	0.0004	0.0000
CSB-045-5	-60.0535	6.7898	2.2976	0.0004	0.0003	0.0005	0.0000
CSB-045-6	-58.6087	6.3148	2.2912	0.0004	0.0003	0.0005	0.0000
CSB-045-7	-57.1703	5.8198	2.2871	0.0004	0.0004	0.0006	0.0000
CSB-045-8	-55.6689	5.3266	2.2821	0.0004	0.0003	0.0004	0.0000
CSB-045-9	-52.5394	4.2494	2.2720	0.0003	0.0003	0.0004	0.0000
CSB-045-10	-51.0852	3.7705	2.2697	0.0003	0.0003	0.0004	0.0000
CSB-045-11	-49.6217	3.2739	2.2671	0.0003	0.0003	0.0004	0.0000
CSB-045-12	-48.1786	2.7879	2.2630	0.0003	0.0003	0.0004	0.0000
CSB-045-13	-22.0237	-5.9637	2.1849	0.0003	0.0003	0.0004	0.0000
CSB-045-14	-20.5678	-6.4493	2.1819	0.0003	0.0003	0.0004	0.0000
CSB-045-15	-19.0937	-6.9270	2.1745	0.0003	0.0003	0.0004	0.0000
CSB-045-16	-17.6435	-7.4289	2.1723	0.0005	0.0004	0.0007	0.0000
CSB-045-17	-14.4886	-8.4440	2.1703	0.0003	0.0003	0.0005	0.0000
CSB-045-18	-13.0362	-8.9635	2.1644	0.0003	0.0003	0.0005	0.0000
CSB-045-19	-11.5820	-9.4288	2.1626	0.0003	0.0003	0.0004	0.0000
CSB-045-20	-10.1287	-9.9137	2.1556	0.0003	0.0003	0.0004	0.0000
CSB-045-21	16.0788	-18.6469	2.1091	0.0004	0.0003	0.0005	0.0000
CSB-045-22	17.5509	-19.1140	2.1041	0.0004	0.0004	0.0005	0.0000
CSB-045-23	19.0179	-19.6006	2.1057	0.0004	0.0003	0.0005	0.0000
CSB-045-24	20.4826	-20.0742	2.1031	0.0004	0.0003	0.0005	0.0000
NUGGET133_1	-84.6692	15.5845	2.6745	0.0004	0.0003	0.0004	0.0000
NUGGET133_5	-84.0456	15.5939	2.6793	0.0004	0.0003	0.0004	0.0000
NUGGET133_15	-83.7006	14.6267	2.6461	0.0004	0.0003	0.0004	0.0000
NUGGET133_A	-83.2863	15.3331	2.6760	0.0004	0.0003	0.0004	0.0000
NUGGET133_B	-84.4983	14.2862	2.6265	0.0004	0.0003	0.0004	0.0000
NUGGET133_C	-85.0547	14.4774	2.6307	0.0004	0.0003	0.0004	0.0000
